curso,modulo,id_modulo,recurso,medio,tipo,lugar,criterio,metadatos_completos
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,25,e3.png?v=3,foto,E3 Situación 12,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,26,e3.png?v=3,foto,E3 Situación 13,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,27,e3.png?v=3,foto,E3 Situación 14,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,28,e3.png?v=3,foto,E3 Situación 15,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,29,e3.png?v=3,interactive-procedure,E3 Situación final 3D,"Recorrer el procedimiento (armar, instalar, diagnosticar) en el equipo",1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,30,e4.png?v=3,foto,E4 Ítem 1,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,31,e4.png?v=3,foto,E4 Ítem 2,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,32,e4.png?v=3,foto,E4 Ítem 3,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,33,e4.png?v=3,foto,E4 Ítem 4,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,34,e4.png?v=3,foto,E4 Ítem 5,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,35,e4.png?v=3,foto,E4 Ítem 6,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,36,e4.png?v=3,foto,E4 Ítem 7,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,37,e4.png?v=3,foto,E4 Ítem 8,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,38,e4.png?v=3,foto,E4 Ítem 9,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,39,e4.png?v=3,foto,E4 Ítem 10,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,40,e4.png?v=3,foto,E4 Ítem 11,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,41,e4.png?v=3,foto,E4 Ítem 12,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,42,e4.png?v=3,foto,E4 Ítem 13,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,43,e4.png?v=3,foto,E4 Ítem 14,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,44,e4.png?v=3,foto,E4 Ítem 15,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,45,e4.png?v=3,foto,E4 Ítem 16,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,46,e4.png?v=3,foto,E4 Ítem 17,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,47,e4.png?v=3,foto,E4 Ítem 18,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,48,e4.png?v=3,foto,E4 Ítem 19,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,49,e4.png?v=3,foto,E4 Ítem 20,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,50,e4.png?v=3,foto,E4 Ítem 21,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,51,e4.png?v=3,foto,E4 Ítem 22,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,52,e4.png?v=3,foto,E4 Ítem 23,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,53,e4.png?v=3,foto,E4 Ítem 24,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,54,e4.png?v=3,foto,E4 Ítem 25,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Higiene y bioseguridad del ambiente,12,55,oficio-equipo-ctrl.png?v=3,foto,E5 Retroalimentación,Frame del error en cada pregunta incorrecta,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,1,e1.png?v=3,foto,E1 Contextualización · explorar,Observar el escenario del AE con hotspots ligados a criterio,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,2,e2.png?v=3,3d,E2 AE1 etapa 1 (hotspot),"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,3,e2.png?v=3,foto,E2 AE1 etapa 2 (match),"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,4,e2.png?v=3,foto,E2 AE1 etapa 3 (order),"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,5,e2.png?v=3,foto,E2 AE1 etapa 4 (choice),"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,6,e2.png?v=3,foto,E2 AE1 etapa 5 (choice),"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,7,e2.png?v=3,foto,E2 AE1 etapa 6 (reflect),"Registra en forma digital o manual la información relativa al control de salud de las personas bajo su cuidado, según las normas vigentes.",1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,8,e2.png?v=3,3d,E2 AE2 etapa 1 (hotspot),"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,9,e2.png?v=3,foto,E2 AE2 etapa 2 (match),"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,10,e2.png?v=3,foto,E2 AE2 etapa 3 (order),"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,11,e2.png?v=3,foto,E2 AE2 etapa 4 (choice),"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,12,e2.png?v=3,foto,E2 AE2 etapa 5 (choice),"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,13,e2.png?v=3,foto,E2 AE2 etapa 6 (reflect),"Registra la información relativa a los procedimientos administrativos de ingreso, permanencia y egreso de sus pacientes.",1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,14,e2.png?v=3,3d,E2 AE3 etapa 1 (hotspot),"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,15,e2.png?v=3,foto,E2 AE3 etapa 2 (match),"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,16,e2.png?v=3,foto,E2 AE3 etapa 3 (order),"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,17,e2.png?v=3,foto,E2 AE3 etapa 4 (choice),"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,18,e2.png?v=3,foto,E2 AE3 etapa 5 (choice),"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,19,e2.png?v=3,foto,E2 AE3 etapa 6 (reflect),"Usa las TIC en los procesos administrativos para la admisión y el egreso de pacientes, de acuerdo a las normas establecidas.",1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,20,e3.png?v=3,foto,E3 Situación 1,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,21,e3.png?v=3,foto,E3 Situación 2,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,22,e3.png?v=3,foto,E3 Situación 3,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,23,e3.png?v=3,foto,E3 Situación 4,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,24,e3.png?v=3,foto,E3 Situación 5,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,25,e3.png?v=3,foto,E3 Situación 6,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,26,e3.png?v=3,foto,E3 Situación 7,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,27,e3.png?v=3,foto,E3 Situación 8,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,28,e3.png?v=3,foto,E3 Situación 9,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,29,e3.png?v=3,foto,E3 Situación 10,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,30,e3.png?v=3,foto,E3 Situación 11,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,31,e3.png?v=3,foto,E3 Situación 12,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,32,e3.png?v=3,foto,E3 Situación 13,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,33,e3.png?v=3,foto,E3 Situación 14,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,34,e3.png?v=3,foto,E3 Situación 15,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,35,e3.png?v=3,interactive-procedure,E3 Situación final 3D,"Recorrer el procedimiento (armar, instalar, diagnosticar) en el equipo",1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,36,e4.png?v=3,foto,E4 Ítem 1,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,37,e4.png?v=3,foto,E4 Ítem 2,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,38,e4.png?v=3,foto,E4 Ítem 3,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,39,e4.png?v=3,foto,E4 Ítem 4,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,40,e4.png?v=3,foto,E4 Ítem 5,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,41,e4.png?v=3,foto,E4 Ítem 6,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,42,e4.png?v=3,foto,E4 Ítem 7,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,43,e4.png?v=3,foto,E4 Ítem 8,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,44,e4.png?v=3,foto,E4 Ítem 9,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,45,e4.png?v=3,foto,E4 Ítem 10,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,46,e4.png?v=3,foto,E4 Ítem 11,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,47,e4.png?v=3,foto,E4 Ítem 12,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,48,e4.png?v=3,foto,E4 Ítem 13,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,49,e4.png?v=3,foto,E4 Ítem 14,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,50,e4.png?v=3,foto,E4 Ítem 15,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,51,e4.png?v=3,foto,E4 Ítem 16,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,52,e4.png?v=3,foto,E4 Ítem 17,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,53,e4.png?v=3,foto,E4 Ítem 18,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,54,e4.png?v=3,foto,E4 Ítem 19,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,55,e4.png?v=3,foto,E4 Ítem 20,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,56,e4.png?v=3,foto,E4 Ítem 21,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,57,e4.png?v=3,foto,E4 Ítem 22,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,58,e4.png?v=3,foto,E4 Ítem 23,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,59,e4.png?v=3,foto,E4 Ítem 24,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,60,e4.png?v=3,foto,E4 Ítem 25,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Sistemas de registro e información en salud,27,61,oficio-plano-leyenda.png?v=3,foto,E5 Retroalimentación,Frame del error en cada pregunta incorrecta,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,1,e1.png?v=3,foto,E1 Contextualización · explorar,Observar el escenario del AE con hotspots ligados a criterio,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,2,e2.png?v=3,3d,E2 AE1 etapa 1 (hotspot),Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,3,e2.png?v=3,foto,E2 AE1 etapa 2 (match),Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,4,e2.png?v=3,foto,E2 AE1 etapa 3 (order),Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,5,e2.png?v=3,foto,E2 AE1 etapa 4 (choice),Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,6,e2.png?v=3,foto,E2 AE1 etapa 5 (choice),Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,7,e2.png?v=3,foto,E2 AE1 etapa 6 (reflect),Brinda cuidados de enfermería respetando las normas de asepsia y antisepsia durante el proceso de atención de pacientes.,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,8,e2.png?v=3,3d,E2 AE2 etapa 1 (hotspot),"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,9,e2.png?v=3,foto,E2 AE2 etapa 2 (match),"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,10,e2.png?v=3,foto,E2 AE2 etapa 3 (order),"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,11,e2.png?v=3,foto,E2 AE2 etapa 4 (choice),"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,12,e2.png?v=3,foto,E2 AE2 etapa 5 (choice),"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,13,e2.png?v=3,foto,E2 AE2 etapa 6 (reflect),"Aplica, durante la atención de cada paciente, las barreras protectoras y las medidas de aislamiento establecidas en el plan de atención.",1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,14,e2.png?v=3,3d,E2 AE3 etapa 1 (hotspot),"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,15,e2.png?v=3,foto,E2 AE3 etapa 2 (match),"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,16,e2.png?v=3,foto,E2 AE3 etapa 3 (order),"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,17,e2.png?v=3,foto,E2 AE3 etapa 4 (choice),"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,18,e2.png?v=3,foto,E2 AE3 etapa 5 (choice),"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,19,e2.png?v=3,foto,E2 AE3 etapa 6 (reflect),"Realiza el lavado, preparación y esterilización de materiales e instrumental, de acuerdo a la normativa vigente y a lo determinado por el establecimiento.",1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,20,e3.png?v=3,foto,E3 Situación 1,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,21,e3.png?v=3,foto,E3 Situación 2,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,22,e3.png?v=3,foto,E3 Situación 3,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,23,e3.png?v=3,foto,E3 Situación 4,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,24,e3.png?v=3,foto,E3 Situación 5,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,25,e3.png?v=3,foto,E3 Situación 6,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,26,e3.png?v=3,foto,E3 Situación 7,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,27,e3.png?v=3,foto,E3 Situación 8,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,28,e3.png?v=3,foto,E3 Situación 9,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,29,e3.png?v=3,foto,E3 Situación 10,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,30,e3.png?v=3,foto,E3 Situación 11,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,31,e3.png?v=3,foto,E3 Situación 12,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,32,e3.png?v=3,foto,E3 Situación 13,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,33,e3.png?v=3,foto,E3 Situación 14,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,34,e3.png?v=3,foto,E3 Situación 15,Decidir en la situación con evidencia visible,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,35,e3.png?v=3,interactive-procedure,E3 Situación final 3D,"Recorrer el procedimiento (armar, instalar, diagnosticar) en el equipo",1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,36,e4.png?v=3,foto,E4 Ítem 1,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,37,e4.png?v=3,foto,E4 Ítem 2,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,38,e4.png?v=3,foto,E4 Ítem 3,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,39,e4.png?v=3,foto,E4 Ítem 4,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,40,e4.png?v=3,foto,E4 Ítem 5,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,41,e4.png?v=3,foto,E4 Ítem 6,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,42,e4.png?v=3,foto,E4 Ítem 7,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,43,e4.png?v=3,foto,E4 Ítem 8,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,44,e4.png?v=3,foto,E4 Ítem 9,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,45,e4.png?v=3,foto,E4 Ítem 10,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,46,e4.png?v=3,foto,E4 Ítem 11,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,47,e4.png?v=3,foto,E4 Ítem 12,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,48,e4.png?v=3,foto,E4 Ítem 13,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,49,e4.png?v=3,foto,E4 Ítem 14,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,50,e4.png?v=3,foto,E4 Ítem 15,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,51,e4.png?v=3,foto,E4 Ítem 16,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,52,e4.png?v=3,foto,E4 Ítem 17,Imagen real del estímulo; el dato se lee en la figura,1
"Atención de Enfermería, mención Adulto Mayor",Prevención y control de infecciones intrahospitalarias,28,53,e4.png?v=3,foto,E4 Ítem 18,Imagen real del estímulo; el dato se lee en la figura,1
